name,user rating,user review,is_valid,negative,neutral,positive,compound
Pretty Woman,3.5,the way people ran out of the theater for a bathroom break in droves only when julia roberts wasn’t on screen for a scene… her power is remarkable,True,0.0,0.882,0.118,0.5574
Cool Blue Car,,patti harrison is the future of comedy,True,0.0,0.706,0.294,0.3612
Josie and the Pussycats,5.0,"rip karl marx, you would’ve loved josie & the pussycats (2001)",True,0.0,0.719,0.281,0.5994
It Follows,5.0,"one day i promise i will say something interesting or meaningful or worth saying about this movie. but not today!
(also i need to make everyone aware of the current/new backdrop and how it’s super low quality and sharpened really harshly and every time i see it i wanna cry 😭)
(edit: they read this review and let me choose the new backdrop on the letterboxd show so the above paragraph can now be disregarded. a win for lucy nation! 😁)",True,0.128,0.678,0.194,0.7494
eXistenZ,3.0,jennifer jason leigh crying a single tear over a nasty cronenberg umbilical cord gamecube is more convincing than some actor’s best performances,True,0.21,0.564,0.226,0.1263
A History of Violence,3.0,nobody told me this was a COMEDY?,True,0.0,0.65,0.35,0.4995
Portrait of a Lady on Fire,5.0,"“when do we know it’s finished?”
the kind of love story so well crafted that it transcends all usual boundaries and clichés to create something entirely new. in an interview céline stressed the importance of equality when she cast noémie to play opposite adèle and how vital it was the characters be on equal footing with each other even down to the height. the effect not only eliminates the male gaze entirely but invents a whole new kind of balance between them. their bond, just like the portrait itself and all the art they create, is collaborative. it’s both uniquely lesbian at the core while remaining starkly universal. no one else is making films like this right now
“at one point, we stop”",True,0.033,0.821,0.146,0.9081
Chopping Mall,4.0,thank you… have a nice day,True,0.0,0.43,0.57,0.6486
The Slumber Party Massacre,4.0,hearing the director talk about how she passed up editing E.T. to make this project instead and how she still fucking loves it… maybe the most badass q&a i’ve ever SEEN,True,0.0,0.813,0.187,0.7708
Decalogue I,4.5,i feel like pure shit. can’t wait to keep watching! 😁,True,0.168,0.561,0.271,0.2942
The Northman,2.0,very cool looking! wish i cared ❤️,True,0.0,0.366,0.634,0.8248
Kill Bill: Vol. 1,5.0,"annoyed at how this is one of the best movies ever. also, watching it for the first time at about 9 years old probably altered my brain chemistry but in a cool way i think. still need the pussy wagon keychain",True,0.04,0.838,0.122,0.5789
Split Ends,,"a beautifully memorable and deftly made short by one of my favorite creative souls that i’m lucky enough to know… now streaming free here for another day through chicago cineyouth, run don’t walk!!!",True,0.0,0.628,0.372,0.9483
Sonic the Hedgehog 2,1.5,the people behind the scenes deciding on the length of a movie like this clearly haven’t spent much time sitting next to a squirming child in a movie theater who can’t focus for very long and the wrath they unleash upon you should they run out of tasty snacks,True,0.0,0.893,0.107,0.6833
Everything Everywhere All at Once,4.5,"a movie so good that a month after seeing it i saw it again 1,933 miles away just to show it to my dad. worth noting: he laughed so hard at the introduction of the hot dog fingers that i thought he was gonna hurt himself. he also had this to say, offhand: “that’s what movie-making is for… that’s what it’s all about… something like THAT!”, which kinda sums it up better than i ever could",True,0.059,0.779,0.162,0.8429
The Dropout,,amanda seyfriend’s EGOT begins with this inspiring step forward,True,0.0,0.711,0.289,0.5023
The Celebration,4.5,makes a dinner party on succession look like a game of musical chairs… i gasped like 20 times,True,0.0,0.596,0.404,0.8176
The Bling Ring,5.0,"the ridiculous think piece / video essay i’m eventually going to make about how this is sofia coppola’s best film… some things are inevitable. everyone get on board now, we’re blinging rings",True,0.068,0.817,0.114,0.4019
Twilight,4.0,very fun and loud theater that cheered for almost everything except when i was the only one hooting for the slow mo rosalie bella moment during vampire baseball… i walk a lonely road the only one that i have ever known,True,0.053,0.802,0.145,0.659
Belfast,2.0,gilderoy lockhart‘s career has taken an interesting turn ever since he lost his memory,True,0.135,0.706,0.159,0.1027
X,3.0,“you know i don’t like blondes” HELP ME 😭,True,0.182,0.47,0.348,0.4278
Turning Red,3.5,pixar’s autumn sonata moment. who else cried 😂,True,0.26,0.52,0.22,0.0772
It Takes Two,4.5,constantly thinking about when someone on this site tried to discredit my taste by comparing my rating of this movie to my rating of citizen kane… ANYWAYS what is everyone’s favorite MK & A movie? let’s discuss,True,0.0,0.923,0.077,0.4588
"For a Good Time, Call…",4.5,you know what… i think friendship is the most important thing in the world actually,True,0.0,0.723,0.277,0.6115
World of Tomorrow,5.0,“d-do you like my cars?”,True,0.0,0.615,0.385,0.3612
But I’m a Cheerleader,5.0,all the other girlies cheering for melanie lynskey… i feel seen in this theater,True,0.0,0.798,0.202,0.5106
BLACKPINK: The Movie,,i may be 5 hard seltzers in but honestly this ate… rosé hive let me FEEL your presence on this letterboxd review,True,0.048,0.794,0.159,0.5859
Marry Me,,to the people who say things like “rom coms are dead” or “they don’t make em like this anymore” MARRY ME IS HERE TO FILL THE VOID. also it feels like most sweet and beautifully corny rom coms aren’t appreciated until it’s too late so let’s skip that part and put on the soundtrack,True,0.0,0.727,0.273,0.9521
Jenny Slate: Stage Fright,,this rewatch brought to you by euphoria season 2 episode 5 which distressed me so deeply that i had to immediately turn on something to cheer me up. then i had a dream that i ran into jenny slate and she was very kind and asked me to hang out with her at a park. thank you jenny slate,True,0.039,0.74,0.221,0.9184
All That Heaven Allows,3.5,"me in heaven: what cloud the milfs on 🤔
god: GET OUT ‼️",True,0.0,0.722,0.278,0.6597
Am I OK?,4.0,"SUNDANCE 2022: film #2
cannot remember the last time a movie felt so specifically tailored for me personally to the point that during the scene where dakota kissed a woman it felt like a microchip activated inside my brain. super lowkey and charmingly awkward and probably definitely not for everyone, but again, very very very for Me. also i just wanna put it somewhere so here, take it: fifty shades of gay. ok and i’ll stop now",True,0.048,0.804,0.149,0.7684
After Yang,4.5,"SUNDANCE 2022: film #1
“there’s no something without nothing”
the kind of tender ode to grief that only comes along once in a while and feels equal parts crushing and reassuring. would pair beautifully with world of tomorrow. i replayed the ending scene and credits 4 times and sobbed. the kogonada is loved party is being held at my apartment tonight, BYOB",True,0.136,0.668,0.195,0.6908
The Girl with the Dragon Tattoo,5.0,something light to kick off the holiday season,True,0.0,0.722,0.278,0.4019
Mean Girls,5.0,regina george lesbian 💖,True,0.0,0.319,0.681,0.7506
Shiva Baby,4.5,still the best psychological thriller of the year,True,0.0,0.517,0.483,0.6808
Ferris Bueller’s Day Off,4.0,the art institute of chicago… gotta be in my top 5 places in the world to vibe,True,0.0,0.899,0.101,0.2023
