name,user rating,user review,is_valid,negative,neutral,positive,compound,clean_title_x,matched_title,imdb_id,title,original_title,clean_title_y,genres,plot,directors,writers,actors,companies
Drive,5,one of the best movies ever like. absolute dynamite,TRUE,0,0.417,0.583,0.8126,drive,drive,tt0116147,Drive,Drive,drive,"Action, Adventure, Comedy, Sci-Fi","A bionic gunslinger and a tired bystander join forces while fleeing deadly hitmen, causing mayhem on the road.",,,,
Drive,5,one of the best movies ever like. absolute dynamite,TRUE,0,0.417,0.583,0.8126,drive,drive,tt0101773,Drive,Drive,drive,Drama,The Driver (David Warner) monologues and ruminates on life while taking his passenger to their different destinations.,,,,
Drive,5,one of the best movies ever like. absolute dynamite,TRUE,0,0.417,0.583,0.8126,drive,drive,tt11712502,Drive,Drive,drive,Documentary,"For the better part of the twentieth century to present day, learning how to drive has been a rite of passage for many in western society with eventual automobile ownership considered for some an extension of themselves. With the onset of autonomous vehicles, the skill of driving may become a lost art with some predicting that not only will autonomous vehicles one day dominate the roadways, but that the act of driving may be banned altogether in taking the ""dangerous"" human element out of the equation. A diverse range of individuals at various stages of their driving life rhapsodize about what driving means to them and their connection to driving and human driven vehicles, and thus their fear of what that loss of being able to drive would mean for themselves and for society.",,,,
Drive,5,one of the best movies ever like. absolute dynamite,TRUE,0,0.417,0.583,0.8126,drive,drive,tt33256969,Drive,Drive,drive,Drama,,,,,
Drive,5,one of the best movies ever like. absolute dynamite,TRUE,0,0.417,0.583,0.8126,drive,drive,tt6593054,Drive,Drive,drive,"Action, Crime, Thriller","A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",,,,
Drive,5,one of the best movies ever like. absolute dynamite,TRUE,0,0.417,0.583,0.8126,drive,drive,tt1709105,Drive,Drive,drive,Documentary,"Drive is a film about lethal combinations. A documentary project conceived by community organization Big hART, it goes behind the official advertising campaigns to produce a highly personal and cinematic look at the connections between young Tasmanian men, fast cars, booze and drugs. The truth about Australia's biggest killer of young men between the ages of 18 and 25 is moving, intimate and direct.",,,,
Drive,5,one of the best movies ever like. absolute dynamite,TRUE,0,0.417,0.583,0.8126,drive,drive,tt2381161,Detour to Route 80,Drive,drive,Thriller,This is an anthology. 3 stories about 3 killers in one movie all with a back roads feel.,,,,
Drive,5,one of the best movies ever like. absolute dynamite,TRUE,0,0.417,0.583,0.8126,drive,drive,tt4824222,Drive,Drive,drive,Drama,"Will goes for a drive to rediscover who he is as a person. While on his journey, Will talks about the human experience, that effects everyone in some form or another.",,,,
Drive,5,one of the best movies ever like. absolute dynamite,TRUE,0,0.417,0.583,0.8126,drive,drive,tt0457325,Drive,Drive,drive,"Documentary, Sport","In an attempt to earn a spot on the LPGA tour, seven women compete in the 'minor league' of women's professional golf - the Futures Tour. Playing in small towns across the country without much fanfare, they travel alone, with fathers, husbands, caddies or friends. They play in heat, humidity, wind, and rain for earnings that rarely cover their expenses. Above all, they play for the love of the game, the rush of competition and the drive to succeed. Their personal stories create a universal portrait of confidence, determination, struggle and patience in pursuing one's dream.",,,,
Portrait of a Lady on Fire,5,it was actually very fun to see this in theaters again and when strangers asked if i was excited or if i liked the movie or whatever i answered by silently pulling up my sleeve and showing them the portrait tat on my arm that i got earlier this year... that one girl who still doesn't joke about portrait of a lady on fire (me!),TRUE,0.058,0.818,0.124,0.7001,portrait of a lady on fire,,,,,,,,,,,
Materialists,3.5,"i think for me the biggest issue were the tonal changes throughout, but otherwise i was truly enveloped. marketing it as a rom-com was definitely a mistake, and i think if it loses you at any point it might shatter the whole facade. and i was waiting for it to lose me but it never did, i bought what it was selling from start to finish. reminded me of classic romance dramas touting the shiniest stars in hollywood spitting out vapid truths at each other but still maintaining complete sincerity, sincerity which i feel is rare to sell nowadays, but even rarer that audiences let themselves enjoy it. i really think song is such a strong filmmaker",TRUE,0.081,0.746,0.173,0.9442,materialists,materialists,tt30253473,Materialists,Materialists,materialists,"Comedy, Romance","A young, ambitious New York City matchmaker finds herself torn between the perfect match and her imperfect ex.",,,,
Paddington,4.5,I LOVE THE BEAR (and my friends!!!),TRUE,0,0.359,0.641,0.8723,paddington,paddington,tt1109624,Paddington,Paddington,paddington,"Adventure, Comedy, Family, Fantasy","A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",,,,
Zenon: Girl of the 21st Century,,when the edible tastes like i need to press play on zenon girl of the 21st century,TRUE,0,0.754,0.246,0.5994,zenon girl of the 21st century,,,,,,,,,,,
Decalogue I,4.5,"giving the almighty dekalog another stab because i've always had a tender spot for kieślowski but am ashamed to say i never finished the whole series
and my god this first entry is jaw dropping. some of his best work, i think, even on its own. i've thought about it quite a lot in the almost 3 years since i first saw it. almost a shame it didn't get its own extended movie like episodes 5 and 6 did with short films about killing/love. and with a heart wrenching ending that probably serves as a good test to see if the rest of the series, and his work at large, is your kind of thing. it is VERY much my thing, so i'm back for more",TRUE,0.068,0.778,0.153,0.9296,decalogue i,decalogue,tt1975869,Decalogue,Decalogue,decalogue,Drama,"An unemployed man opens a Church to live from the tithes. A teenager sells her body to buy the things her mother cannot buy for her. A young girl, sexually abused by her father, cannot accept he has moved out. A bitter man finds a purpose for his empty life in his best friend's wife. An Eastern European immigrant pushes his wife to work in a strip club to pay his debts. Five interlocked stories offer a provocative vision of the Ten Commandments and how nowadays, many people have to break them in order to survive.",,,,
Gaslight,4,cannot actually BELIEVE how many times i thought to myself 'he is literally gaslighting her' before i was like ooooh haha yeah. right,TRUE,0,0.722,0.278,0.7717,gaslight,gaslight,tt27785324,Gaslight,Gaslight,gaslight,Thriller,A young woman suffering from mental illness doesn't know who to trust when her boyfriend begins entangling her in his criminal schemes.,,,,
Gaslight,4,cannot actually BELIEVE how many times i thought to myself 'he is literally gaslighting her' before i was like ooooh haha yeah. right,TRUE,0,0.722,0.278,0.7717,gaslight,gaslight,tt27012110,Gaslight,Gaslight,gaslight,"Crime, Horror, Mystery, Thriller","When Misha returns to her family estate after 15 years to visit her estranged father, she discovers that he is missing.",,,,
Gaslight,4,cannot actually BELIEVE how many times i thought to myself 'he is literally gaslighting her' before i was like ooooh haha yeah. right,TRUE,0,0.722,0.278,0.7717,gaslight,gaslight,tt0031359,Angel Street,Gaslight,gaslight,"Drama, Mystery, Romance, Thriller","Twenty years after the murder of Alice Barlow, her house is finally occupied again. However, the husband from the couple who has moved in has a secret that he will do anything to keep hidden.",,,,
Gaslight,4,cannot actually BELIEVE how many times i thought to myself 'he is literally gaslighting her' before i was like ooooh haha yeah. right,TRUE,0,0.722,0.278,0.7717,gaslight,gaslight,tt0036855,Gaslight,Gaslight,gaslight,"Crime, Drama, Mystery, Romance, Thriller","Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the house rises from a secret that may require driving his wife insane.",,,,
Gaslight,4,cannot actually BELIEVE how many times i thought to myself 'he is literally gaslighting her' before i was like ooooh haha yeah. right,TRUE,0,0.722,0.278,0.7717,gaslight,gaslight,tt15087414,Gaslight 2022,Gaslight,gaslight,Thriller,A married woman's life spirals to a breaking point and she suspects certain people close to her are the reason behind this. Who can she trust? Nothing comes without sacrifice.,,,,
Gaslight,4,cannot actually BELIEVE how many times i thought to myself 'he is literally gaslighting her' before i was like ooooh haha yeah. right,TRUE,0,0.722,0.278,0.7717,gaslight,gaslight,tt32856895,Gaslight,Gaslight,gaslight,Thriller,,,,,
Gaslight,4,cannot actually BELIEVE how many times i thought to myself 'he is literally gaslighting her' before i was like ooooh haha yeah. right,TRUE,0,0.722,0.278,0.7717,gaslight,gaslight,tt2139911,Gaslight,Gaslight,gaslight,"Drama, Thriller","A narcissistic husband, a wife with secrets, what could go wrong?",,,,
Gaslight,4,cannot actually BELIEVE how many times i thought to myself 'he is literally gaslighting her' before i was like ooooh haha yeah. right,TRUE,0,0.722,0.278,0.7717,gaslight,gaslight,tt9695682,Gaslight,Gaslight,gaslight,"Horror, Thriller",Why does the gas keep dimming in Bella Manningham's room?,,,,
Mickey 17,4,oh mickey you're so pretty can't you understand it's GUYS LIKE YOU MICKEY oh what you DO mickey DO mickey DON'T BREAK my HEART mickey,TRUE,0.118,0.661,0.221,0.5329,mickey 17,mickey 17,tt12299608,Mickey 17,Mickey 17,mickey 17,"Adventure, Comedy, Fantasy, Sci-Fi","During a human expedition to colonize space, Mickey 17, a so-called ""expendable"" employee, is sent to explore an ice planet.",,,,
Meeting People Is Easy,,a more traditional kind of music doc would have just done a disservice to the band. sheer brilliance,TRUE,0,0.813,0.187,0.5994,meeting people is easy,meeting people is easy,tt0195909,Meeting People Is Easy,Meeting People Is Easy,meeting people is easy,"Documentary, Music","An entertaining ""rockumentary"" about Radiohead that shows some of the tedium of being a rock star, as well as some of the fun stuff.",,,,
A Complete Unknown,3,"fun fact: in 88' my dad tried to convince my mom to name my older brother duncan idaho from his favorite book, dune. my mom said no, but somehow they agreed on dylan for his middle name, after this weirdo. so kudos to timmy for making these recent movies, if only so my old man can enjoy them",TRUE,0.059,0.691,0.25,0.9199,a complete unknown,a complete unknown,tt11563598,A Complete Unknown,A Complete Unknown,a complete unknown,"Biography, Drama, Music","In 1961, an unknown 19-year-old Bob Dylan arrives in New York City with his guitar and forges relationships with musical icons on his meteoric rise, culminating in a groundbreaking performance that reverberates around the world.",,,,
